room_id,booking_date,hour,is_available,available_slots,room_name,id,business_name,total_capacity,scrape_timestamp,booked_capacity
LOT4,2025-01-01,21:30:00,false,0,LEGEND OF THE TOMB,lot4_20250101_213000_000073,iEscape Rooms,8,2025-01-01T10:30:00,8
CLV1,2025-01-01,11:30:00,true,3,CLUEVIE,clv1_20250101_113000_000074,iEscape Rooms,6,2025-01-01T10:30:00,3
CLV1,2025-01-01,13:00:00,false,0,CLUEVIE,clv1_20250101_130000_000075,iEscape Rooms,6,2025-01-01T10:30:00,6
CLV1,2025-01-01,14:30:00,false,0,CLUEVIE,clv1_20250101_143000_000076,iEscape Rooms,6,2025-01-01T10:30:00,6
CLV1,2025-01-01,16:00:00,false,0,CLUEVIE,clv1_20250101_160000_000077,iEscape Rooms,6,2025-01-01T10:30:00,6
CLV1,2025-01-01,17:30:00,false,0,CLUEVIE,clv1_20250101_173000_000078,iEscape Rooms,6,2025-01-01T10:30:00,6
CLV1,2025-01-01,19:00:00,false,0,CLUEVIE,clv1_20250101_190000_000079,iEscape Rooms,6,2025-01-01T10:30:00,6
CLV1,2025-01-01,20:30:00,false,0,CLUEVIE,clv1_20250101_203000_000080,iEscape Rooms,6,2025-01-01T10:30:00,6
GMS3,2025-01-01,12:00:00,true,2,GAME SHOW Live!,gms3_20250101_120000_000081,iEscape Rooms,12,2025-01-01T10:30:00,10
GMS3,2025-01-01,14:00:00,true,2,GAME SHOW Live!,gms3_20250101_140000_000082,iEscape Rooms,12,2025-01-01T10:30:00,10
GMS3,2025-01-01,16:00:00,true,8,GAME SHOW Live!,gms3_20250101_160000_000083,iEscape Rooms,12,2025-01-01T10:30:00,4
GMS3,2025-01-01,18:00:00,true,7,GAME SHOW Live!,gms3_20250101_180000_000084,iEscape Rooms,12,2025-01-01T10:30:00,5
GMS3,2025-01-01,20:00:00,false,0,GAME SHOW Live!,gms3_20250101_200000_000085,iEscape Rooms,12,2025-01-01T10:30:00,12
GMS3,2025-01-01,22:00:00,false,0,GAME SHOW Live!,gms3_20250101_220000_000086,iEscape Rooms,12,2025-01-01T10:30:00,12
DNR2,2025-01-01,11:15:00,false,0,DONOR,dnr2_20250101_111500_000087,iEscape Rooms,9,2025-01-01T10:30:00,9
DNR2,2025-01-01,13:00:00,true,5,DONOR,dnr2_20250101_130000_000088,iEscape Rooms,9,2025-01-01T10:30:00,4
DNR2,2025-01-01,14:45:00,true,7,DONOR,dnr2_20250101_144500_000089,iEscape Rooms,9,2025-01-01T10:30:00,2
DNR2,2025-01-01,16:30:00,false,0,DONOR,dnr2_20250101_163000_000090,iEscape Rooms,9,2025-01-01T10:30:00,9
DNR2,2025-01-01,18:15:00,false,0,DONOR,dnr2_20250101_181500_000091,iEscape Rooms,9,2025-01-01T10:30:00,9
DNR2,2025-01-01,20:00:00,false,0,DONOR,dnr2_20250101_200000_000092,iEscape Rooms,9,2025-01-01T10:30:00,9
DNR2,2025-01-01,21:45:00,true,1,DONOR,dnr2_20250101_214500_000093,iEscape Rooms,9,2025-01-01T10:30:00,8
WRS3,2025-01-01,11:45:00,true,6,White Rabbit Society,wrs3_20250101_114500_000094,The Exit Games,8,2025-01-01T10:30:00,2
WRS3,2025-01-01,13:30:00,false,0,White Rabbit Society,wrs3_20250101_133000_000095,The Exit Games,8,2025-01-01T10:30:00,8
WRS3,2025-01-01,15:15:00,false,0,White Rabbit Society,wrs3_20250101_151500_000096,The Exit Games,8,2025-01-01T10:30:00,8
WRS3,2025-01-01,17:00:00,true,8,White Rabbit Society,wrs3_20250101_170000_000097,The Exit Games,8,2025-01-01T10:30:00,0
WRS3,2025-01-01,18:45:00,false,0,White Rabbit Society,wrs3_20250101_184500_000098,The Exit Games,8,2025-01-01T10:30:00,8
WRS3,2025-01-01,20:30:00,false,0,White Rabbit Society,wrs3_20250101_203000_000099,The Exit Games,8,2025-01-01T10:30:00,8
WRS3,2025-01-01,22:00:00,false,0,White Rabbit Society,wrs3_20250101_220000_000100,The Exit Games,8,2025-01-01T10:30:00,8
FSCH1,2025-01-01,11:00:00,false,0,Front Street Casino Heist,fsch1_20250101_110000_000101,The Exit Games,7,2025-01-01T10:30:00,7
FSCH1,2025-01-01,12:45:00,true,1,Front Street Casino Heist,fsch1_20250101_124500_000102,The Exit Games,7,2025-01-01T10:30:00,6
FSCH1,2025-01-01,14:30:00,false,0,Front Street Casino Heist,fsch1_20250101_143000_000103,The Exit Games,7,2025-01-01T10:30:00,7
FSCH1,2025-01-01,16:15:00,false,0,Front Street Casino Heist,fsch1_20250101_161500_000104,The Exit Games,7,2025-01-01T10:30:00,7
FSCH1,2025-01-01,18:00:00,true,7,Front Street Casino Heist,fsch1_20250101_180000_000105,The Exit Games,7,2025-01-01T10:30:00,0
FSCH1,2025-01-01,19:45:00,false,0,Front Street Casino Heist,fsch1_20250101_194500_000106,The Exit Games,7,2025-01-01T10:30:00,7
FSCH1,2025-01-01,21:30:00,false,0,Front Street Casino Heist,fsch1_20250101_213000_000107,The Exit Games,7,2025-01-01T10:30:00,7
ONV6,2025-01-01,12:15:00,false,0,Outage: No Vacancy (Princess Location),onv6_20250101_121500_000108,The Exit Games,6,2025-01-01T10:30:00,6
ONV6,2025-01-01,14:00:00,true,5,Outage: No Vacancy (Princess Location),onv6_20250101_140000_000109,The Exit Games,6,2025-01-01T10:30:00,1
ONV6,2025-01-01,15:45:00,false,0,Outage: No Vacancy (Princess Location),onv6_20250101_154500_000110,The Exit Games,6,2025-01-01T10:30:00,6
ONV6,2025-01-01,17:30:00,false,0,Outage: No Vacancy (Princess Location),onv6_20250101_173000_000111,The Exit Games,6,2025-01-01T10:30:00,6
ONV6,2025-01-01,19:15:00,false,0,Outage: No Vacancy (Princess Location),onv6_20250101_191500_000112,The Exit Games,6,2025-01-01T10:30:00,6
ONV6,2025-01-01,21:00:00,false,0,Outage: No Vacancy (Princess Location),onv6_20250101_210000_000113,The Exit Games,6,2025-01-01T10:30:00,6
DGA2,2025-01-01,11:30:00,true,2,Dog Gone Alley,dga2_20250101_113000_000114,The Exit Games,5,2025-01-01T10:30:00,3
DGA2,2025-01-01,13:00:00,true,1,Dog Gone Alley,dga2_20250101_130000_000115,The Exit Games,5,2025-01-01T10:30:00,4
DGA2,2025-01-01,14:30:00,true,4,Dog Gone Alley,dga2_20250101_143000_000116,The Exit Games,5,2025-01-01T10:30:00,1
DGA2,2025-01-01,16:00:00,true,2,Dog Gone Alley,dga2_20250101_160000_000117,The Exit Games,5,2025-01-01T10:30:00,3
DGA2,2025-01-01,17:30:00,true,3,Dog Gone Alley,dga2_20250101_173000_000118,The Exit Games,5,2025-01-01T10:30:00,2
DGA2,2025-01-01,19:00:00,false,0,Dog Gone Alley,dga2_20250101_190000_000119,The Exit Games,5,2025-01-01T10:30:00,5
DGA2,2025-01-01,20:30:00,false,0,Dog Gone Alley,dga2_20250101_203000_000120,The Exit Games,5,2025-01-01T10:30:00,5
DGA2,2025-01-01,22:00:00,false,0,Dog Gone Alley,dga2_20250101_220000_000121,The Exit Games,5,2025-01-01T10:30:00,5
HRS5,2025-01-01,12:00:00,false,0,Hangover at Riddler State (Princess Location),hrs5_20250101_120000_000122,The Exit Games,6,2025-01-01T10:30:00,6
HRS5,2025-01-01,13:45:00,false,0,Hangover at Riddler State (Princess Location),hrs5_20250101_134500_000123,The Exit Games,6,2025-01-01T10:30:00,6
HRS5,2025-01-01,15:30:00,false,0,Hangover at Riddler State (Princess Location),hrs5_20250101_153000_000124,The Exit Games,6,2025-01-01T10:30:00,6
HRS5,2025-01-01,17:15:00,false,0,Hangover at Riddler State (Princess Location),hrs5_20250101_171500_000125,The Exit Games,6,2025-01-01T10:30:00,6
HRS5,2025-01-01,19:00:00,false,0,Hangover at Riddler State (Princess Location),hrs5_20250101_190000_000126,The Exit Games,6,2025-01-01T10:30:00,6
HRS5,2025-01-01,20:45:00,false,0,Hangover at Riddler State (Princess Location),hrs5_20250101_204500_000127,The Exit Games,6,2025-01-01T10:30:00,6
HNTP4,2025-01-01,12:30:00,true,6,Hidden Needle Tattoo Parlor (Princess Location),hntp4_20250101_123000_000128,The Exit Games,7,2025-01-01T10:30:00,1
HNTP4,2025-01-01,14:15:00,false,0,Hidden Needle Tattoo Parlor (Princess Location),hntp4_20250101_141500_000129,The Exit Games,7,2025-01-01T10:30:00,7
HNTP4,2025-01-01,16:00:00,false,0,Hidden Needle Tattoo Parlor (Princess Location),hntp4_20250101_160000_000130,The Exit Games,7,2025-01-01T10:30:00,7
HNTP4,2025-01-01,17:45:00,false,0,Hidden Needle Tattoo Parlor (Princess Location),hntp4_20250101_174500_000131,The Exit Games,7,2025-01-01T10:30:00,7
HNTP4,2025-01-01,19:30:00,false,0,Hidden Needle Tattoo Parlor (Princess Location),hntp4_20250101_193000_000132,The Exit Games,7,2025-01-01T10:30:00,7
HNTP4,2025-01-01,21:15:00,false,0,Hidden Needle Tattoo Parlor (Princess Location),hntp4_20250101_211500_000133,The Exit Games,7,2025-01-01T10:30:00,7
RT!1,2025-01-02,11:00:00,false,0,Rat Trap!,rtexcl1_20250102_110000_000134,Cracked It,6,2025-01-02T10:30:00,6
RT!1,2025-01-02,12:30:00,true,1,Rat Trap!,rtexcl1_20250102_123000_000135,Cracked It,6,2025-01-02T10:30:00,5
RT!1,2025-01-02,14:00:00,true,2,Rat Trap!,rtexcl1_20250102_140000_000136,Cracked It,6,2025-01-02T10:30:00,4
RT!1,2025-01-02,15:30:00,false,0,Rat Trap!,rtexcl1_20250102_153000_000137,Cracked It,6,2025-01-02T10:30:00,6
RT!1,2025-01-02,17:00:00,false,0,Rat Trap!,rtexcl1_20250102_170000_000138,Cracked It,6,2025-01-02T10:30:00,6
RT!1,2025-01-02,18:30:00,false,0,Rat Trap!,rtexcl1_20250102_183000_000139,Cracked It,6,2025-01-02T10:30:00,6
RT!1,2025-01-02,20:00:00,false,0,Rat Trap!,rtexcl1_20250102_200000_000140,Cracked It,6,2025-01-02T10:30:00,6
RT!1,2025-01-02,21:30:00,false,0,Rat Trap!,rtexcl1_20250102_213000_000141,Cracked It,6,2025-01-02T10:30:00,6
PS4,2025-01-02,11:15:00,true,4,Project Skylabd,ps4_20250102_111500_000142,Cracked It,6,2025-01-02T10:30:00,2
PS4,2025-01-02,13:00:00,false,0,Project Skylabd,ps4_20250102_130000_000143,Cracked It,6,2025-01-02T10:30:00,6
PS4,2025-01-02,14:45:00,false,0,Project Skylabd,ps4_20250102_144500_000144,Cracked It,6,2025-01-02T10:30:00,6
PS4,2025-01-02,16:30:00,true,1,Project Skylabd,ps4_20250102_163000_000145,Cracked It,6,2025-01-02T10:30:00,5
PS4,2025-01-02,18:15:00,false,0,Project Skylabd,ps4_20250102_181500_000146,Cracked It,6,2025-01-02T10:30:00,6
PS4,2025-01-02,20:00:00,false,0,Project Skylabd,ps4_20250102_200000_000147,Cracked It,6,2025-01-02T10:30:00,6
PS4,2025-01-02,21:45:00,false,0,Project Skylabd,ps4_20250102_214500_000148,Cracked It,6,2025-01-02T10:30:00,6
MU3,2025-01-02,11:30:00,true,6,Murder University,mu3_20250102_113000_000149,Cracked It,6,2025-01-02T10:30:00,0
MU3,2025-01-02,13:15:00,false,0,Murder University,mu3_20250102_131500_000150,Cracked It,6,2025-01-02T10:30:00,6
MU3,2025-01-02,15:00:00,false,0,Murder University,mu3_20250102_150000_000151,Cracked It,6,2025-01-02T10:30:00,6
MU3,2025-01-02,16:45:00,false,0,Murder University,mu3_20250102_164500_000152,Cracked It,6,2025-01-02T10:30:00,6
MU3,2025-01-02,18:30:00,false,0,Murder University,mu3_20250102_183000_000153,Cracked It,6,2025-01-02T10:30:00,6
MU3,2025-01-02,20:15:00,false,0,Murder University,mu3_20250102_201500_000154,Cracked It,6,2025-01-02T10:30:00,6
MU3,2025-01-02,22:00:00,false,0,Murder University,mu3_20250102_220000_000155,Cracked It,6,2025-01-02T10:30:00,6
NBNW2,2025-01-02,12:00:00,true,3,"New Blood, New World",nbnw2_20250102_120000_000156,Cracked It,6,2025-01-02T10:30:00,3
NBNW2,2025-01-02,13:45:00,true,2,"New Blood, New World",nbnw2_20250102_134500_000157,Cracked It,6,2025-01-02T10:30:00,4
NBNW2,2025-01-02,15:30:00,false,0,"New Blood, New World",nbnw2_20250102_153000_000158,Cracked It,6,2025-01-02T10:30:00,6
NBNW2,2025-01-02,17:15:00,true,2,"New Blood, New World",nbnw2_20250102_171500_000159,Cracked It,6,2025-01-02T10:30:00,4
NBNW2,2025-01-02,19:00:00,true,6,"New Blood, New World",nbnw2_20250102_190000_000160,Cracked It,6,2025-01-02T10:30:00,0
NBNW2,2025-01-02,20:45:00,true,5,"New Blood, New World",nbnw2_20250102_204500_000161,Cracked It,6,2025-01-02T10:30:00,1
K!1,2025-01-02,11:00:00,false,0,Kidnapped!,kexcl1_20250102_110000_000162,Green Light Escape,8,2025-01-02T10:30:00,8
K!1,2025-01-02,12:45:00,false,0,Kidnapped!,kexcl1_20250102_124500_000163,Green Light Escape,8,2025-01-02T10:30:00,8
K!1,2025-01-02,14:30:00,false,0,Kidnapped!,kexcl1_20250102_143000_000164,Green Light Escape,8,2025-01-02T10:30:00,8
K!1,2025-01-02,16:15:00,false,0,Kidnapped!,kexcl1_20250102_161500_000165,Green Light Escape,8,2025-01-02T10:30:00,8
K!1,2025-01-02,18:00:00,false,0,Kidnapped!,kexcl1_20250102_180000_000166,Green Light Escape,8,2025-01-02T10:30:00,8
K!1,2025-01-02,19:45:00,false,0,Kidnapped!,kexcl1_20250102_194500_000167,Green Light Escape,8,2025-01-02T10:30:00,8
K!1,2025-01-02,21:30:00,true,4,Kidnapped!,kexcl1_20250102_213000_000168,Green Light Escape,8,2025-01-02T10:30:00,4
CITW2,2025-01-02,11:30:00,true,3,Cabin in the Woods,citw2_20250102_113000_000169,Green Light Escape,10,2025-01-02T10:30:00,7
CITW2,2025-01-02,13:15:00,false,0,Cabin in the Woods,citw2_20250102_131500_000170,Green Light Escape,10,2025-01-02T10:30:00,10
CITW2,2025-01-02,15:00:00,true,2,Cabin in the Woods,citw2_20250102_150000_000171,Green Light Escape,10,2025-01-02T10:30:00,8
CITW2,2025-01-02,16:45:00,true,3,Cabin in the Woods,citw2_20250102_164500_000172,Green Light Escape,10,2025-01-02T10:30:00,7
CITW2,2025-01-02,18:30:00,false,0,Cabin in the Woods,citw2_20250102_183000_000173,Green Light Escape,10,2025-01-02T10:30:00,10
CITW2,2025-01-02,20:15:00,false,0,Cabin in the Woods,citw2_20250102_201500_000174,Green Light Escape,10,2025-01-02T10:30:00,10
TA3,2025-01-02,12:00:00,true,8,The Attic,ta3_20250102_120000_000175,Green Light Escape,8,2025-01-02T10:30:00,0
TA3,2025-01-02,13:45:00,true,8,The Attic,ta3_20250102_134500_000176,Green Light Escape,8,2025-01-02T10:30:00,0
TA3,2025-01-02,15:30:00,false,0,The Attic,ta3_20250102_153000_000177,Green Light Escape,8,2025-01-02T10:30:00,8
TA3,2025-01-02,17:15:00,false,0,The Attic,ta3_20250102_171500_000178,Green Light Escape,8,2025-01-02T10:30:00,8
TA3,2025-01-02,19:00:00,true,6,The Attic,ta3_20250102_190000_000179,Green Light Escape,8,2025-01-02T10:30:00,2
TA3,2025-01-02,20:45:00,false,0,The Attic,ta3_20250102_204500_000180,Green Light Escape,8,2025-01-02T10:30:00,8
JL4,2025-01-02,11:45:00,true,8,Jurassic Labs,jl4_20250102_114500_000181,Green Light Escape,10,2025-01-02T10:30:00,2
JL4,2025-01-02,13:30:00,false,0,Jurassic Labs,jl4_20250102_133000_000182,Green Light Escape,10,2025-01-02T10:30:00,10
JL4,2025-01-02,15:15:00,false,0,Jurassic Labs,jl4_20250102_151500_000183,Green Light Escape,10,2025-01-02T10:30:00,10
JL4,2025-01-02,17:00:00,true,4,Jurassic Labs,jl4_20250102_170000_000184,Green Light Escape,10,2025-01-02T10:30:00,6
JL4,2025-01-02,18:45:00,false,0,Jurassic Labs,jl4_20250102_184500_000185,Green Light Escape,10,2025-01-02T10:30:00,10
JL4,2025-01-02,20:30:00,true,7,Jurassic Labs,jl4_20250102_203000_000186,Green Light Escape,10,2025-01-02T10:30:00,3
AE5,2025-01-02,12:15:00,true,10,Alien Escape,ae5_20250102_121500_000187,Green Light Escape,10,2025-01-02T10:30:00,0
AE5,2025-01-02,14:00:00,true,4,Alien Escape,ae5_20250102_140000_000188,Green Light Escape,10,2025-01-02T10:30:00,6
AE5,2025-01-02,15:45:00,true,1,Alien Escape,ae5_20250102_154500_000189,Green Light Escape,10,2025-01-02T10:30:00,9
AE5,2025-01-02,17:30:00,false,0,Alien Escape,ae5_20250102_173000_000190,Green Light Escape,10,2025-01-02T10:30:00,10
AE5,2025-01-02,19:15:00,true,7,Alien Escape,ae5_20250102_191500_000191,Green Light Escape,10,2025-01-02T10:30:00,3
AE5,2025-01-02,21:00:00,false,0,Alien Escape,ae5_20250102_210000_000192,Green Light Escape,10,2025-01-02T10:30:00,10
BH6,2025-01-02,11:30:00,false,0,Brewery Heist,bh6_20250102_113000_000193,Green Light Escape,10,2025-01-02T10:30:00,10
BH6,2025-01-02,13:15:00,false,0,Brewery Heist,bh6_20250102_131500_000194,Green Light Escape,10,2025-01-02T10:30:00,10
BH6,2025-01-02,15:00:00,false,0,Brewery Heist,bh6_20250102_150000_000195,Green Light Escape,10,2025-01-02T10:30:00,10
BH6,2025-01-02,16:45:00,false,0,Brewery Heist,bh6_20250102_164500_000196,Green Light Escape,10,2025-01-02T10:30:00,10
BH6,2025-01-02,18:30:00,false,0,Brewery Heist,bh6_20250102_183000_000197,Green Light Escape,10,2025-01-02T10:30:00,10
BH6,2025-01-02,20:15:00,true,9,Brewery Heist,bh6_20250102_201500_000198,Green Light Escape,10,2025-01-02T10:30:00,1
