room_id,booking_date,hour,is_available,available_slots,room_name,id,business_name,total_capacity,scrape_timestamp,booked_capacity
DGA2,2025-01-01,20:30:00,false,0,Dog Gone Alley,dga2_20250101_203000,The Exit Games,5,2025-01-01T10:30:00,5
DGA2,2025-01-01,22:00:00,false,0,Dog Gone Alley,dga2_20250101_220000,The Exit Games,5,2025-01-01T10:30:00,5
WRS3,2025-01-01,11:45:00,false,0,White Rabbit Society,wrs3_20250101_114500,The Exit Games,8,2025-01-01T10:30:00,8
WRS3,2025-01-01,13:30:00,false,0,White Rabbit Society,wrs3_20250101_133000,The Exit Games,8,2025-01-01T10:30:00,8
WRS3,2025-01-01,15:15:00,true,6,White Rabbit Society,wrs3_20250101_151500,The Exit Games,8,2025-01-01T10:30:00,2
WRS3,2025-01-01,17:00:00,true,3,White Rabbit Society,wrs3_20250101_170000,The Exit Games,8,2025-01-01T10:30:00,5
WRS3,2025-01-01,18:45:00,false,0,White Rabbit Society,wrs3_20250101_184500,The Exit Games,8,2025-01-01T10:30:00,8
WRS3,2025-01-01,20:30:00,false,0,White Rabbit Society,wrs3_20250101_203000,The Exit Games,8,2025-01-01T10:30:00,8
WRS3,2025-01-01,22:00:00,true,7,White Rabbit Society,wrs3_20250101_220000,The Exit Games,8,2025-01-01T10:30:00,1
HNTP4,2025-01-01,12:30:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250101_123000,The Exit Games,7,2025-01-01T10:30:00,7
HNTP4,2025-01-01,14:15:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250101_141500,The Exit Games,7,2025-01-01T10:30:00,7
HNTP4,2025-01-01,16:00:00,true,3,Hidden Needle Tattoo Parlor,hntp4_20250101_160000,The Exit Games,7,2025-01-01T10:30:00,4
HNTP4,2025-01-01,17:45:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250101_174500,The Exit Games,7,2025-01-01T10:30:00,7
HNTP4,2025-01-01,19:30:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250101_193000,The Exit Games,7,2025-01-01T10:30:00,7
HNTP4,2025-01-01,21:15:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250101_211500,The Exit Games,7,2025-01-01T10:30:00,7
HRS5,2025-01-01,12:00:00,false,0,Hangover at Riddler State,hrs5_20250101_120000,The Exit Games,6,2025-01-01T10:30:00,6
HRS5,2025-01-01,13:45:00,true,6,Hangover at Riddler State,hrs5_20250101_134500,The Exit Games,6,2025-01-01T10:30:00,0
HRS5,2025-01-01,15:30:00,false,0,Hangover at Riddler State,hrs5_20250101_153000,The Exit Games,6,2025-01-01T10:30:00,6
HRS5,2025-01-01,17:15:00,true,2,Hangover at Riddler State,hrs5_20250101_171500,The Exit Games,6,2025-01-01T10:30:00,4
HRS5,2025-01-01,19:00:00,true,4,Hangover at Riddler State,hrs5_20250101_190000,The Exit Games,6,2025-01-01T10:30:00,2
HRS5,2025-01-01,20:45:00,false,0,Hangover at Riddler State,hrs5_20250101_204500,The Exit Games,6,2025-01-01T10:30:00,6
ONV6,2025-01-01,12:15:00,true,6,Outage: No Vacancy,onv6_20250101_121500,The Exit Games,6,2025-01-01T10:30:00,0
ONV6,2025-01-01,14:00:00,true,4,Outage: No Vacancy,onv6_20250101_140000,The Exit Games,6,2025-01-01T10:30:00,2
ONV6,2025-01-01,15:45:00,true,5,Outage: No Vacancy,onv6_20250101_154500,The Exit Games,6,2025-01-01T10:30:00,1
ONV6,2025-01-01,17:30:00,true,3,Outage: No Vacancy,onv6_20250101_173000,The Exit Games,6,2025-01-01T10:30:00,3
ONV6,2025-01-01,19:15:00,false,0,Outage: No Vacancy,onv6_20250101_191500,The Exit Games,6,2025-01-01T10:30:00,6
ONV6,2025-01-01,21:00:00,false,0,Outage: No Vacancy,onv6_20250101_210000,The Exit Games,6,2025-01-01T10:30:00,6
RT1,2025-01-01,11:00:00,false,0,Rat Trap!,rt1_20250101_110000,Cracked It,6,2025-01-01T10:30:00,6
RT1,2025-01-01,12:30:00,false,0,Rat Trap!,rt1_20250101_123000,Cracked It,6,2025-01-01T10:30:00,6
RT1,2025-01-01,14:00:00,false,0,Rat Trap!,rt1_20250101_140000,Cracked It,6,2025-01-01T10:30:00,6
RT1,2025-01-01,15:30:00,false,0,Rat Trap!,rt1_20250101_153000,Cracked It,6,2025-01-01T10:30:00,6
RT1,2025-01-01,17:00:00,true,1,Rat Trap!,rt1_20250101_170000,Cracked It,6,2025-01-01T10:30:00,5
RT1,2025-01-01,18:30:00,false,0,Rat Trap!,rt1_20250101_183000,Cracked It,6,2025-01-01T10:30:00,6
RT1,2025-01-01,20:00:00,false,0,Rat Trap!,rt1_20250101_200000,Cracked It,6,2025-01-01T10:30:00,6
RT1,2025-01-01,21:30:00,false,0,Rat Trap!,rt1_20250101_213000,Cracked It,6,2025-01-01T10:30:00,6
PS4,2025-01-01,11:15:00,false,0,Project Skylab,ps4_20250101_111500,Cracked It,8,2025-01-01T10:30:00,8
PS4,2025-01-01,13:00:00,false,0,Project Skylab,ps4_20250101_130000,Cracked It,8,2025-01-01T10:30:00,8
PS4,2025-01-01,14:45:00,false,0,Project Skylab,ps4_20250101_144500,Cracked It,8,2025-01-01T10:30:00,8
PS4,2025-01-01,16:30:00,true,5,Project Skylab,ps4_20250101_163000,Cracked It,8,2025-01-01T10:30:00,3
PS4,2025-01-01,18:15:00,false,0,Project Skylab,ps4_20250101_181500,Cracked It,8,2025-01-01T10:30:00,8
PS4,2025-01-01,20:00:00,true,8,Project Skylab,ps4_20250101_200000,Cracked It,8,2025-01-01T10:30:00,0
PS4,2025-01-01,21:45:00,false,0,Project Skylab,ps4_20250101_214500,Cracked It,8,2025-01-01T10:30:00,8
MU3,2025-01-01,11:30:00,false,0,Murder University,mu3_20250101_113000,Cracked It,7,2025-01-01T10:30:00,7
MU3,2025-01-01,13:15:00,false,0,Murder University,mu3_20250101_131500,Cracked It,7,2025-01-01T10:30:00,7
MU3,2025-01-01,15:00:00,false,0,Murder University,mu3_20250101_150000,Cracked It,7,2025-01-01T10:30:00,7
MU3,2025-01-01,16:45:00,false,0,Murder University,mu3_20250101_164500,Cracked It,7,2025-01-01T10:30:00,7
MU3,2025-01-01,18:30:00,true,2,Murder University,mu3_20250101_183000,Cracked It,7,2025-01-01T10:30:00,5
MU3,2025-01-01,20:15:00,false,0,Murder University,mu3_20250101_201500,Cracked It,7,2025-01-01T10:30:00,7
MU3,2025-01-01,22:00:00,true,4,Murder University,mu3_20250101_220000,Cracked It,7,2025-01-01T10:30:00,3
K1,2025-01-01,11:00:00,true,2,Kidnapped!,k1_20250101_110000,Green Light Escape,5,2025-01-01T10:30:00,3
K1,2025-01-01,12:45:00,false,0,Kidnapped!,k1_20250101_124500,Green Light Escape,5,2025-01-01T10:30:00,5
K1,2025-01-01,14:30:00,false,0,Kidnapped!,k1_20250101_143000,Green Light Escape,5,2025-01-01T10:30:00,5
K1,2025-01-01,16:15:00,true,1,Kidnapped!,k1_20250101_161500,Green Light Escape,5,2025-01-01T10:30:00,4
K1,2025-01-01,18:00:00,false,0,Kidnapped!,k1_20250101_180000,Green Light Escape,5,2025-01-01T10:30:00,5
K1,2025-01-01,19:45:00,false,0,Kidnapped!,k1_20250101_194500,Green Light Escape,5,2025-01-01T10:30:00,5
K1,2025-01-01,21:30:00,true,2,Kidnapped!,k1_20250101_213000,Green Light Escape,5,2025-01-01T10:30:00,3
CITW2,2025-01-01,11:30:00,false,0,Cabin in the Woods,citw2_20250101_113000,Green Light Escape,6,2025-01-01T10:30:00,6
CITW2,2025-01-01,13:15:00,true,5,Cabin in the Woods,citw2_20250101_131500,Green Light Escape,6,2025-01-01T10:30:00,1
CITW2,2025-01-01,15:00:00,false,0,Cabin in the Woods,citw2_20250101_150000,Green Light Escape,6,2025-01-01T10:30:00,6
CITW2,2025-01-01,16:45:00,false,0,Cabin in the Woods,citw2_20250101_164500,Green Light Escape,6,2025-01-01T10:30:00,6
CITW2,2025-01-01,18:30:00,false,0,Cabin in the Woods,citw2_20250101_183000,Green Light Escape,6,2025-01-01T10:30:00,6
CITW2,2025-01-01,20:15:00,false,0,Cabin in the Woods,citw2_20250101_201500,Green Light Escape,6,2025-01-01T10:30:00,6
TA3,2025-01-01,12:00:00,true,1,The Attic,ta3_20250101_120000,Green Light Escape,7,2025-01-01T10:30:00,6
TA3,2025-01-01,13:45:00,true,3,The Attic,ta3_20250101_134500,Green Light Escape,7,2025-01-01T10:30:00,4
TA3,2025-01-01,15:30:00,false,0,The Attic,ta3_20250101_153000,Green Light Escape,7,2025-01-01T10:30:00,7
TA3,2025-01-01,17:15:00,false,0,The Attic,ta3_20250101_171500,Green Light Escape,7,2025-01-01T10:30:00,7
TA3,2025-01-01,19:00:00,true,3,The Attic,ta3_20250101_190000,Green Light Escape,7,2025-01-01T10:30:00,4
TA3,2025-01-01,20:45:00,false,0,The Attic,ta3_20250101_204500,Green Light Escape,7,2025-01-01T10:30:00,7
FSCH1,2025-01-02,11:00:00,true,7,Front Street Casino Heist,fsch1_20250102_110000,The Exit Games,7,2025-01-02T10:30:00,0
FSCH1,2025-01-02,12:45:00,true,7,Front Street Casino Heist,fsch1_20250102_124500,The Exit Games,7,2025-01-02T10:30:00,0
FSCH1,2025-01-02,14:30:00,true,3,Front Street Casino Heist,fsch1_20250102_143000,The Exit Games,7,2025-01-02T10:30:00,4
FSCH1,2025-01-02,16:15:00,true,1,Front Street Casino Heist,fsch1_20250102_161500,The Exit Games,7,2025-01-02T10:30:00,6
FSCH1,2025-01-02,18:00:00,false,0,Front Street Casino Heist,fsch1_20250102_180000,The Exit Games,7,2025-01-02T10:30:00,7
FSCH1,2025-01-02,19:45:00,false,0,Front Street Casino Heist,fsch1_20250102_194500,The Exit Games,7,2025-01-02T10:30:00,7
FSCH1,2025-01-02,21:30:00,false,0,Front Street Casino Heist,fsch1_20250102_213000,The Exit Games,7,2025-01-02T10:30:00,7
DGA2,2025-01-02,11:30:00,false,0,Dog Gone Alley,dga2_20250102_113000,The Exit Games,5,2025-01-02T10:30:00,5
DGA2,2025-01-02,13:00:00,true,3,Dog Gone Alley,dga2_20250102_130000,The Exit Games,5,2025-01-02T10:30:00,2
DGA2,2025-01-02,14:30:00,true,4,Dog Gone Alley,dga2_20250102_143000,The Exit Games,5,2025-01-02T10:30:00,1
DGA2,2025-01-02,16:00:00,false,0,Dog Gone Alley,dga2_20250102_160000,The Exit Games,5,2025-01-02T10:30:00,5
DGA2,2025-01-02,17:30:00,false,0,Dog Gone Alley,dga2_20250102_173000,The Exit Games,5,2025-01-02T10:30:00,5
DGA2,2025-01-02,19:00:00,false,0,Dog Gone Alley,dga2_20250102_190000,The Exit Games,5,2025-01-02T10:30:00,5
DGA2,2025-01-02,20:30:00,true,1,Dog Gone Alley,dga2_20250102_203000,The Exit Games,5,2025-01-02T10:30:00,4
DGA2,2025-01-02,22:00:00,true,4,Dog Gone Alley,dga2_20250102_220000,The Exit Games,5,2025-01-02T10:30:00,1
WRS3,2025-01-02,11:45:00,false,0,White Rabbit Society,wrs3_20250102_114500,The Exit Games,8,2025-01-02T10:30:00,8
WRS3,2025-01-02,13:30:00,false,0,White Rabbit Society,wrs3_20250102_133000,The Exit Games,8,2025-01-02T10:30:00,8
WRS3,2025-01-02,15:15:00,true,8,White Rabbit Society,wrs3_20250102_151500,The Exit Games,8,2025-01-02T10:30:00,0
WRS3,2025-01-02,17:00:00,false,0,White Rabbit Society,wrs3_20250102_170000,The Exit Games,8,2025-01-02T10:30:00,8
WRS3,2025-01-02,18:45:00,false,0,White Rabbit Society,wrs3_20250102_184500,The Exit Games,8,2025-01-02T10:30:00,8
WRS3,2025-01-02,20:30:00,false,0,White Rabbit Society,wrs3_20250102_203000,The Exit Games,8,2025-01-02T10:30:00,8
WRS3,2025-01-02,22:00:00,false,0,White Rabbit Society,wrs3_20250102_220000,The Exit Games,8,2025-01-02T10:30:00,8
HNTP4,2025-01-02,12:30:00,true,1,Hidden Needle Tattoo Parlor,hntp4_20250102_123000,The Exit Games,7,2025-01-02T10:30:00,6
HNTP4,2025-01-02,14:15:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250102_141500,The Exit Games,7,2025-01-02T10:30:00,7
HNTP4,2025-01-02,16:00:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250102_160000,The Exit Games,7,2025-01-02T10:30:00,7
HNTP4,2025-01-02,17:45:00,true,7,Hidden Needle Tattoo Parlor,hntp4_20250102_174500,The Exit Games,7,2025-01-02T10:30:00,0
HNTP4,2025-01-02,19:30:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250102_193000,The Exit Games,7,2025-01-02T10:30:00,7
HNTP4,2025-01-02,21:15:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250102_211500,The Exit Games,7,2025-01-02T10:30:00,7
HRS5,2025-01-02,12:00:00,false,0,Hangover at Riddler State,hrs5_20250102_120000,The Exit Games,6,2025-01-02T10:30:00,6
HRS5,2025-01-02,13:45:00,true,5,Hangover at Riddler State,hrs5_20250102_134500,The Exit Games,6,2025-01-02T10:30:00,1
HRS5,2025-01-02,15:30:00,false,0,Hangover at Riddler State,hrs5_20250102_153000,The Exit Games,6,2025-01-02T10:30:00,6
HRS5,2025-01-02,17:15:00,false,0,Hangover at Riddler State,hrs5_20250102_171500,The Exit Games,6,2025-01-02T10:30:00,6
HRS5,2025-01-02,19:00:00,false,0,Hangover at Riddler State,hrs5_20250102_190000,The Exit Games,6,2025-01-02T10:30:00,6
HRS5,2025-01-02,20:45:00,false,0,Hangover at Riddler State,hrs5_20250102_204500,The Exit Games,6,2025-01-02T10:30:00,6
ONV6,2025-01-02,12:15:00,true,3,Outage: No Vacancy,onv6_20250102_121500,The Exit Games,6,2025-01-02T10:30:00,3
ONV6,2025-01-02,14:00:00,true,2,Outage: No Vacancy,onv6_20250102_140000,The Exit Games,6,2025-01-02T10:30:00,4
ONV6,2025-01-02,15:45:00,true,1,Outage: No Vacancy,onv6_20250102_154500,The Exit Games,6,2025-01-02T10:30:00,5
ONV6,2025-01-02,17:30:00,false,0,Outage: No Vacancy,onv6_20250102_173000,The Exit Games,6,2025-01-02T10:30:00,6
ONV6,2025-01-02,19:15:00,false,0,Outage: No Vacancy,onv6_20250102_191500,The Exit Games,6,2025-01-02T10:30:00,6
ONV6,2025-01-02,21:00:00,true,1,Outage: No Vacancy,onv6_20250102_210000,The Exit Games,6,2025-01-02T10:30:00,5
RT1,2025-01-02,11:00:00,false,0,Rat Trap!,rt1_20250102_110000,Cracked It,6,2025-01-02T10:30:00,6
RT1,2025-01-02,12:30:00,true,3,Rat Trap!,rt1_20250102_123000,Cracked It,6,2025-01-02T10:30:00,3
RT1,2025-01-02,14:00:00,false,0,Rat Trap!,rt1_20250102_140000,Cracked It,6,2025-01-02T10:30:00,6
RT1,2025-01-02,15:30:00,false,0,Rat Trap!,rt1_20250102_153000,Cracked It,6,2025-01-02T10:30:00,6
RT1,2025-01-02,17:00:00,false,0,Rat Trap!,rt1_20250102_170000,Cracked It,6,2025-01-02T10:30:00,6
RT1,2025-01-02,18:30:00,false,0,Rat Trap!,rt1_20250102_183000,Cracked It,6,2025-01-02T10:30:00,6
RT1,2025-01-02,20:00:00,false,0,Rat Trap!,rt1_20250102_200000,Cracked It,6,2025-01-02T10:30:00,6
RT1,2025-01-02,21:30:00,false,0,Rat Trap!,rt1_20250102_213000,Cracked It,6,2025-01-02T10:30:00,6
PS4,2025-01-02,11:15:00,false,0,Project Skylab,ps4_20250102_111500,Cracked It,8,2025-01-02T10:30:00,8
PS4,2025-01-02,13:00:00,true,5,Project Skylab,ps4_20250102_130000,Cracked It,8,2025-01-02T10:30:00,3
PS4,2025-01-02,14:45:00,false,0,Project Skylab,ps4_20250102_144500,Cracked It,8,2025-01-02T10:30:00,8
PS4,2025-01-02,16:30:00,false,0,Project Skylab,ps4_20250102_163000,Cracked It,8,2025-01-02T10:30:00,8
PS4,2025-01-02,18:15:00,false,0,Project Skylab,ps4_20250102_181500,Cracked It,8,2025-01-02T10:30:00,8
PS4,2025-01-02,20:00:00,false,0,Project Skylab,ps4_20250102_200000,Cracked It,8,2025-01-02T10:30:00,8
PS4,2025-01-02,21:45:00,false,0,Project Skylab,ps4_20250102_214500,Cracked It,8,2025-01-02T10:30:00,8
MU3,2025-01-02,11:30:00,false,0,Murder University,mu3_20250102_113000,Cracked It,7,2025-01-02T10:30:00,7
MU3,2025-01-02,13:15:00,false,0,Murder University,mu3_20250102_131500,Cracked It,7,2025-01-02T10:30:00,7
MU3,2025-01-02,15:00:00,true,3,Murder University,mu3_20250102_150000,Cracked It,7,2025-01-02T10:30:00,4
MU3,2025-01-02,16:45:00,false,0,Murder University,mu3_20250102_164500,Cracked It,7,2025-01-02T10:30:00,7
MU3,2025-01-02,18:30:00,false,0,Murder University,mu3_20250102_183000,Cracked It,7,2025-01-02T10:30:00,7
MU3,2025-01-02,20:15:00,false,0,Murder University,mu3_20250102_201500,Cracked It,7,2025-01-02T10:30:00,7
MU3,2025-01-02,22:00:00,false,0,Murder University,mu3_20250102_220000,Cracked It,7,2025-01-02T10:30:00,7
K1,2025-01-02,11:00:00,false,0,Kidnapped!,k1_20250102_110000,Green Light Escape,5,2025-01-02T10:30:00,5
K1,2025-01-02,12:45:00,true,3,Kidnapped!,k1_20250102_124500,Green Light Escape,5,2025-01-02T10:30:00,2
K1,2025-01-02,14:30:00,false,0,Kidnapped!,k1_20250102_143000,Green Light Escape,5,2025-01-02T10:30:00,5
K1,2025-01-02,16:15:00,false,0,Kidnapped!,k1_20250102_161500,Green Light Escape,5,2025-01-02T10:30:00,5
K1,2025-01-02,18:00:00,false,0,Kidnapped!,k1_20250102_180000,Green Light Escape,5,2025-01-02T10:30:00,5
K1,2025-01-02,19:45:00,false,0,Kidnapped!,k1_20250102_194500,Green Light Escape,5,2025-01-02T10:30:00,5
K1,2025-01-02,21:30:00,true,5,Kidnapped!,k1_20250102_213000,Green Light Escape,5,2025-01-02T10:30:00,0
CITW2,2025-01-02,11:30:00,false,0,Cabin in the Woods,citw2_20250102_113000,Green Light Escape,6,2025-01-02T10:30:00,6
CITW2,2025-01-02,13:15:00,true,6,Cabin in the Woods,citw2_20250102_131500,Green Light Escape,6,2025-01-02T10:30:00,0
CITW2,2025-01-02,15:00:00,false,0,Cabin in the Woods,citw2_20250102_150000,Green Light Escape,6,2025-01-02T10:30:00,6
CITW2,2025-01-02,16:45:00,false,0,Cabin in the Woods,citw2_20250102_164500,Green Light Escape,6,2025-01-02T10:30:00,6
CITW2,2025-01-02,18:30:00,false,0,Cabin in the Woods,citw2_20250102_183000,Green Light Escape,6,2025-01-02T10:30:00,6
CITW2,2025-01-02,20:15:00,false,0,Cabin in the Woods,citw2_20250102_201500,Green Light Escape,6,2025-01-02T10:30:00,6
TA3,2025-01-02,12:00:00,false,0,The Attic,ta3_20250102_120000,Green Light Escape,7,2025-01-02T10:30:00,7
TA3,2025-01-02,13:45:00,false,0,The Attic,ta3_20250102_134500,Green Light Escape,7,2025-01-02T10:30:00,7
TA3,2025-01-02,15:30:00,true,4,The Attic,ta3_20250102_153000,Green Light Escape,7,2025-01-02T10:30:00,3
TA3,2025-01-02,17:15:00,true,1,The Attic,ta3_20250102_171500,Green Light Escape,7,2025-01-02T10:30:00,6
TA3,2025-01-02,19:00:00,false,0,The Attic,ta3_20250102_190000,Green Light Escape,7,2025-01-02T10:30:00,7
TA3,2025-01-02,20:45:00,false,0,The Attic,ta3_20250102_204500,Green Light Escape,7,2025-01-02T10:30:00,7
FSCH1,2025-01-03,11:00:00,true,1,Front Street Casino Heist,fsch1_20250103_110000,The Exit Games,7,2025-01-03T10:30:00,6
FSCH1,2025-01-03,12:45:00,false,0,Front Street Casino Heist,fsch1_20250103_124500,The Exit Games,7,2025-01-03T10:30:00,7
FSCH1,2025-01-03,14:30:00,false,0,Front Street Casino Heist,fsch1_20250103_143000,The Exit Games,7,2025-01-03T10:30:00,7
FSCH1,2025-01-03,16:15:00,false,0,Front Street Casino Heist,fsch1_20250103_161500,The Exit Games,7,2025-01-03T10:30:00,7
FSCH1,2025-01-03,18:00:00,false,0,Front Street Casino Heist,fsch1_20250103_180000,The Exit Games,7,2025-01-03T10:30:00,7
FSCH1,2025-01-03,19:45:00,false,0,Front Street Casino Heist,fsch1_20250103_194500,The Exit Games,7,2025-01-03T10:30:00,7
FSCH1,2025-01-03,21:30:00,false,0,Front Street Casino Heist,fsch1_20250103_213000,The Exit Games,7,2025-01-03T10:30:00,7
DGA2,2025-01-03,11:30:00,true,5,Dog Gone Alley,dga2_20250103_113000,The Exit Games,5,2025-01-03T10:30:00,0
DGA2,2025-01-03,13:00:00,false,0,Dog Gone Alley,dga2_20250103_130000,The Exit Games,5,2025-01-03T10:30:00,5
DGA2,2025-01-03,14:30:00,false,0,Dog Gone Alley,dga2_20250103_143000,The Exit Games,5,2025-01-03T10:30:00,5
DGA2,2025-01-03,16:00:00,false,0,Dog Gone Alley,dga2_20250103_160000,The Exit Games,5,2025-01-03T10:30:00,5
DGA2,2025-01-03,17:30:00,true,2,Dog Gone Alley,dga2_20250103_173000,The Exit Games,5,2025-01-03T10:30:00,3
DGA2,2025-01-03,19:00:00,false,0,Dog Gone Alley,dga2_20250103_190000,The Exit Games,5,2025-01-03T10:30:00,5
DGA2,2025-01-03,20:30:00,false,0,Dog Gone Alley,dga2_20250103_203000,The Exit Games,5,2025-01-03T10:30:00,5
DGA2,2025-01-03,22:00:00,false,0,Dog Gone Alley,dga2_20250103_220000,The Exit Games,5,2025-01-03T10:30:00,5
WRS3,2025-01-03,11:45:00,true,1,White Rabbit Society,wrs3_20250103_114500,The Exit Games,8,2025-01-03T10:30:00,7
WRS3,2025-01-03,13:30:00,false,0,White Rabbit Society,wrs3_20250103_133000,The Exit Games,8,2025-01-03T10:30:00,8
WRS3,2025-01-03,15:15:00,false,0,White Rabbit Society,wrs3_20250103_151500,The Exit Games,8,2025-01-03T10:30:00,8
WRS3,2025-01-03,17:00:00,true,8,White Rabbit Society,wrs3_20250103_170000,The Exit Games,8,2025-01-03T10:30:00,0
WRS3,2025-01-03,18:45:00,false,0,White Rabbit Society,wrs3_20250103_184500,The Exit Games,8,2025-01-03T10:30:00,8
WRS3,2025-01-03,20:30:00,false,0,White Rabbit Society,wrs3_20250103_203000,The Exit Games,8,2025-01-03T10:30:00,8
WRS3,2025-01-03,22:00:00,false,0,White Rabbit Society,wrs3_20250103_220000,The Exit Games,8,2025-01-03T10:30:00,8
HNTP4,2025-01-03,12:30:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250103_123000,The Exit Games,7,2025-01-03T10:30:00,7
HNTP4,2025-01-03,14:15:00,true,6,Hidden Needle Tattoo Parlor,hntp4_20250103_141500,The Exit Games,7,2025-01-03T10:30:00,1
HNTP4,2025-01-03,16:00:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250103_160000,The Exit Games,7,2025-01-03T10:30:00,7
HNTP4,2025-01-03,17:45:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250103_174500,The Exit Games,7,2025-01-03T10:30:00,7
HNTP4,2025-01-03,19:30:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250103_193000,The Exit Games,7,2025-01-03T10:30:00,7
HNTP4,2025-01-03,21:15:00,false,0,Hidden Needle Tattoo Parlor,hntp4_20250103_211500,The Exit Games,7,2025-01-03T10:30:00,7
HRS5,2025-01-03,12:00:00,false,0,Hangover at Riddler State,hrs5_20250103_120000,The Exit Games,6,2025-01-03T10:30:00,6
HRS5,2025-01-03,13:45:00,true,3,Hangover at Riddler State,hrs5_20250103_134500,The Exit Games,6,2025-01-03T10:30:00,3
HRS5,2025-01-03,15:30:00,false,0,Hangover at Riddler State,hrs5_20250103_153000,The Exit Games,6,2025-01-03T10:30:00,6
HRS5,2025-01-03,17:15:00,true,5,Hangover at Riddler State,hrs5_20250103_171500,The Exit Games,6,2025-01-03T10:30:00,1
HRS5,2025-01-03,19:00:00,false,0,Hangover at Riddler State,hrs5_20250103_190000,The Exit Games,6,2025-01-03T10:30:00,6
HRS5,2025-01-03,20:45:00,false,0,Hangover at Riddler State,hrs5_20250103_204500,The Exit Games,6,2025-01-03T10:30:00,6
ONV6,2025-01-03,12:15:00,false,0,Outage: No Vacancy,onv6_20250103_121500,The Exit Games,6,2025-01-03T10:30:00,6
ONV6,2025-01-03,14:00:00,false,0,Outage: No Vacancy,onv6_20250103_140000,The Exit Games,6,2025-01-03T10:30:00,6
ONV6,2025-01-03,15:45:00,false,0,Outage: No Vacancy,onv6_20250103_154500,The Exit Games,6,2025-01-03T10:30:00,6
ONV6,2025-01-03,17:30:00,false,0,Outage: No Vacancy,onv6_20250103_173000,The Exit Games,6,2025-01-03T10:30:00,6
ONV6,2025-01-03,19:15:00,false,0,Outage: No Vacancy,onv6_20250103_191500,The Exit Games,6,2025-01-03T10:30:00,6
ONV6,2025-01-03,21:00:00,false,0,Outage: No Vacancy,onv6_20250103_210000,The Exit Games,6,2025-01-03T10:30:00,6
RT1,2025-01-03,11:00:00,false,0,Rat Trap!,rt1_20250103_110000,Cracked It,6,2025-01-03T10:30:00,6
RT1,2025-01-03,12:30:00,false,0,Rat Trap!,rt1_20250103_123000,Cracked It,6,2025-01-03T10:30:00,6
RT1,2025-01-03,14:00:00,false,0,Rat Trap!,rt1_20250103_140000,Cracked It,6,2025-01-03T10:30:00,6
RT1,2025-01-03,15:30:00,false,0,Rat Trap!,rt1_20250103_153000,Cracked It,6,2025-01-03T10:30:00,6
RT1,2025-01-03,17:00:00,false,0,Rat Trap!,rt1_20250103_170000,Cracked It,6,2025-01-03T10:30:00,6
RT1,2025-01-03,18:30:00,true,6,Rat Trap!,rt1_20250103_183000,Cracked It,6,2025-01-03T10:30:00,0
