id,room_id,booking_date,hour,is_available,available_slots,room_name,business_name
67,GMS3,2025-03-01,15:00:00,true,9,"GAME SHOW Live!","I escape"
68,LOT4,2025-03-01,15:00:00,true,4,"LEGEND OF THE TOMB","I escape"
69,CLV1,2025-03-01,15:15:00,false,0,"CLUEVIE","I escape"
70,DNR2,2025-03-01,15:15:00,false,0,"DONOR","I escape"
71,GMS3,2025-03-01,15:15:00,true,8,"GAME SHOW Live!","I escape"
72,LOT4,2025-03-01,15:15:00,false,0,"LEGEND OF THE TOMB","I escape"
73,CLV1,2025-03-01,15:30:00,false,0,"CLUEVIE","I escape"
74,DNR2,2025-03-01,15:30:00,false,0,"DONOR","I escape"
75,GMS3,2025-03-01,15:30:00,true,6,"GAME SHOW Live!","I escape"
76,LOT4,2025-03-01,15:30:00,true,5,"LEGEND OF THE TOMB","I escape"
77,CLV1,2025-03-01,15:45:00,false,0,"CLUEVIE","I escape"
78,DNR2,2025-03-01,15:45:00,true,6,"DONOR","I escape"
79,GMS3,2025-03-01,15:45:00,true,6,"GAME SHOW Live!","I escape"
80,LOT4,2025-03-01,15:45:00,true,1,"LEGEND OF THE TOMB","I escape"
81,CLV1,2025-03-01,16:00:00,true,6,"CLUEVIE","I escape"
82,DNR2,2025-03-01,16:00:00,true,7,"DONOR","I escape"
83,GMS3,2025-03-01,16:00:00,false,0,"GAME SHOW Live!","I escape"
84,LOT4,2025-03-01,16:00:00,true,7,"LEGEND OF THE TOMB","I escape"
85,CLV1,2025-03-01,16:15:00,true,8,"CLUEVIE","I escape"
86,DNR2,2025-03-01,16:15:00,false,0,"DONOR","I escape"
87,GMS3,2025-03-01,16:15:00,true,5,"GAME SHOW Live!","I escape"
88,LOT4,2025-03-01,16:15:00,true,5,"LEGEND OF THE TOMB","I escape"
89,CLV1,2025-03-01,16:30:00,true,8,"CLUEVIE","I escape"
90,DNR2,2025-03-01,16:30:00,true,2,"DONOR","I escape"
91,GMS3,2025-03-01,16:30:00,true,2,"GAME SHOW Live!","I escape"
92,LOT4,2025-03-01,16:30:00,true,5,"LEGEND OF THE TOMB","I escape"
93,CLV1,2025-03-01,16:45:00,false,0,"CLUEVIE","I escape"
94,DNR2,2025-03-01,16:45:00,true,4,"DONOR","I escape"
95,GMS3,2025-03-01,16:45:00,true,9,"GAME SHOW Live!","I escape"
96,LOT4,2025-03-01,16:45:00,true,7,"LEGEND OF THE TOMB","I escape"
97,CLV1,2025-03-01,17:00:00,true,2,"CLUEVIE","I escape"
98,DNR2,2025-03-01,17:00:00,true,5,"DONOR","I escape"
99,GMS3,2025-03-01,17:00:00,false,0,"GAME SHOW Live!","I escape"
100,LOT4,2025-03-01,17:00:00,false,0,"LEGEND OF THE TOMB","I escape"
101,CLV1,2025-03-01,17:15:00,true,2,"CLUEVIE","I escape"
102,DNR2,2025-03-01,17:15:00,true,3,"DONOR","I escape"
103,GMS3,2025-03-01,17:15:00,false,0,"GAME SHOW Live!","I escape"
104,LOT4,2025-03-01,17:15:00,true,1,"LEGEND OF THE TOMB","I escape"
105,CLV1,2025-03-01,17:30:00,true,1,"CLUEVIE","I escape"
106,DNR2,2025-03-01,17:30:00,true,5,"DONOR","I escape"
107,GMS3,2025-03-01,17:30:00,false,0,"GAME SHOW Live!","I escape"
108,LOT4,2025-03-01,17:30:00,true,8,"LEGEND OF THE TOMB","I escape"
109,CLV1,2025-03-01,17:45:00,false,0,"CLUEVIE","I escape"
110,DNR2,2025-03-01,17:45:00,true,4,"DONOR","I escape"
111,GMS3,2025-03-01,17:45:00,true,5,"GAME SHOW Live!","I escape"
112,LOT4,2025-03-01,17:45:00,true,8,"LEGEND OF THE TOMB","I escape"
113,CLV1,2025-03-01,18:00:00,true,8,"CLUEVIE","I escape"
114,DNR2,2025-03-01,18:00:00,true,2,"DONOR","I escape"
115,GMS3,2025-03-01,18:00:00,false,0,"GAME SHOW Live!","I escape"
116,LOT4,2025-03-01,18:00:00,false,0,"LEGEND OF THE TOMB","I escape"
117,CLV1,2025-03-01,18:15:00,false,0,"CLUEVIE","I escape"
118,DNR2,2025-03-01,18:15:00,true,3,"DONOR","I escape"
119,GMS3,2025-03-01,18:15:00,false,0,"GAME SHOW Live!","I escape"
120,LOT4,2025-03-01,18:15:00,false,0,"LEGEND OF THE TOMB","I escape"
121,CLV1,2025-03-01,18:30:00,false,0,"CLUEVIE","I escape"
122,DNR2,2025-03-01,18:30:00,true,6,"DONOR","I escape"
123,GMS3,2025-03-01,18:30:00,true,9,"GAME SHOW Live!","I escape"
124,LOT4,2025-03-01,18:30:00,false,0,"LEGEND OF THE TOMB","I escape"
125,CLV1,2025-03-01,18:45:00,false,0,"CLUEVIE","I escape"
126,DNR2,2025-03-01,18:45:00,true,3,"DONOR","I escape"
127,GMS3,2025-03-01,18:45:00,true,10,"GAME SHOW Live!","I escape"
128,LOT4,2025-03-01,18:45:00,true,4,"LEGEND OF THE TOMB","I escape"
129,CLV1,2025-03-01,19:00:00,false,0,"CLUEVIE","I escape"
130,DNR2,2025-03-01,19:00:00,true,2,"DONOR","I escape"
131,GMS3,2025-03-01,19:00:00,true,1,"GAME SHOW Live!","I escape"
132,LOT4,2025-03-01,19:00:00,false,0,"LEGEND OF THE TOMB","I escape"
133,CLV1,2025-03-01,19:15:00,false,0,"CLUEVIE","I escape"
134,DNR2,2025-03-01,19:15:00,true,7,"DONOR","I escape"
135,GMS3,2025-03-01,19:15:00,true,6,"GAME SHOW Live!","I escape"
136,LOT4,2025-03-01,19:15:00,true,2,"LEGEND OF THE TOMB","I escape"
137,CLV1,2025-03-01,19:30:00,false,0,"CLUEVIE","I escape"
138,DNR2,2025-03-01,19:30:00,false,0,"DONOR","I escape"
139,GMS3,2025-03-01,19:30:00,true,5,"GAME SHOW Live!","I escape"
140,LOT4,2025-03-01,19:30:00,true,8,"LEGEND OF THE TOMB","I escape"
141,CLV1,2025-03-01,19:45:00,true,7,"CLUEVIE","I escape"
142,DNR2,2025-03-01,19:45:00,true,5,"DONOR","I escape"
143,GMS3,2025-03-01,19:45:00,false,0,"GAME SHOW Live!","I escape"
144,LOT4,2025-03-01,19:45:00,true,4,"LEGEND OF THE TOMB","I escape"
145,CLV1,2025-03-01,20:00:00,true,3,"CLUEVIE","I escape"
146,DNR2,2025-03-01,20:00:00,false,0,"DONOR","I escape"
147,GMS3,2025-03-01,20:00:00,true,10,"GAME SHOW Live!","I escape"
148,LOT4,2025-03-01,20:00:00,true,2,"LEGEND OF THE TOMB","I escape"
149,CLV1,2025-03-01,20:15:00,true,3,"CLUEVIE","I escape"
150,DNR2,2025-03-01,20:15:00,true,5,"DONOR","I escape"
151,GMS3,2025-03-01,20:15:00,false,0,"GAME SHOW Live!","I escape"
152,LOT4,2025-03-01,20:15:00,true,3,"LEGEND OF THE TOMB","I escape"
153,CLV1,2025-03-01,20:30:00,false,0,"CLUEVIE","I escape"
154,DNR2,2025-03-01,20:30:00,true,6,"DONOR","I escape"
155,GMS3,2025-03-01,20:30:00,true,8,"GAME SHOW Live!","I escape"
156,LOT4,2025-03-01,20:30:00,true,2,"LEGEND OF THE TOMB","I escape"
157,CLV1,2025-03-01,20:45:00,true,4,"CLUEVIE","I escape"
158,DNR2,2025-03-01,20:45:00,true,5,"DONOR","I escape"
159,GMS3,2025-03-01,20:45:00,true,8,"GAME SHOW Live!","I escape"
160,LOT4,2025-03-01,20:45:00,false,0,"LEGEND OF THE TOMB","I escape"
161,CLV1,2025-03-01,21:00:00,true,4,"CLUEVIE","I escape"
162,DNR2,2025-03-01,21:00:00,false,0,"DONOR","I escape"
163,GMS3,2025-03-01,21:00:00,true,5,"GAME SHOW Live!","I escape"
164,LOT4,2025-03-01,21:00:00,true,5,"LEGEND OF THE TOMB","I escape"
165,CLV1,2025-03-01,21:15:00,true,8,"CLUEVIE","I escape"
166,DNR2,2025-03-01,21:15:00,false,0,"DONOR","I escape"
167,GMS3,2025-03-01,21:15:00,true,8,"GAME SHOW Live!","I escape"
168,LOT4,2025-03-01,21:15:00,true,3,"LEGEND OF THE TOMB","I escape"
169,CLV1,2025-03-01,21:30:00,false,0,"CLUEVIE","I escape"
170,DNR2,2025-03-01,21:30:00,false,0,"DONOR","I escape"
171,GMS3,2025-03-01,21:30:00,false,0,"GAME SHOW Live!","I escape"
172,LOT4,2025-03-01,21:30:00,true,8,"LEGEND OF THE TOMB","I escape"
173,CLV1,2025-03-01,21:45:00,false,0,"CLUEVIE","I escape"
174,DNR2,2025-03-01,21:45:00,true,5,"DONOR","I escape"
175,GMS3,2025-03-01,21:45:00,true,3,"GAME SHOW Live!","I escape"
176,LOT4,2025-03-01,21:45:00,false,0,"LEGEND OF THE TOMB","I escape"
177,CLV1,2025-03-02,11:00:00,false,0,"CLUEVIE","I escape"
178,DNR2,2025-03-02,11:00:00,true,5,"DONOR","I escape"
179,GMS3,2025-03-02,11:00:00,true,4,"GAME SHOW Live!","I escape"
180,LOT4,2025-03-02,11:00:00,true,6,"LEGEND OF THE TOMB","I escape"
181,CLV1,2025-03-02,11:15:00,true,1,"CLUEVIE","I escape"
182,DNR2,2025-03-02,11:15:00,true,4,"DONOR","I escape"
183,GMS3,2025-03-02,11:15:00,true,9,"GAME SHOW Live!","I escape"
184,LOT4,2025-03-02,11:15:00,false,0,"LEGEND OF THE TOMB","I escape"
185,CLV1,2025-03-02,11:30:00,true,3,"CLUEVIE","I escape"
186,DNR2,2025-03-02,11:30:00,false,0,"DONOR","I escape"
187,GMS3,2025-03-02,11:30:00,false,0,"GAME SHOW Live!","I escape"
188,LOT4,2025-03-02,11:30:00,true,8,"LEGEND OF THE TOMB","I escape"
189,CLV1,2025-03-02,11:45:00,true,5,"CLUEVIE","I escape"
190,DNR2,2025-03-02,11:45:00,false,0,"DONOR","I escape"
191,GMS3,2025-03-02,11:45:00,true,4,"GAME SHOW Live!","I escape"
192,LOT4,2025-03-02,11:45:00,false,0,"LEGEND OF THE TOMB","I escape"
193,CLV1,2025-03-02,12:00:00,false,0,"CLUEVIE","I escape"
194,DNR2,2025-03-02,12:00:00,true,1,"DONOR","I escape"
195,GMS3,2025-03-02,12:00:00,false,0,"GAME SHOW Live!","I escape"
196,LOT4,2025-03-02,12:00:00,false,0,"LEGEND OF THE TOMB","I escape"
197,CLV1,2025-03-02,12:15:00,true,1,"CLUEVIE","I escape"
198,DNR2,2025-03-02,12:15:00,true,1,"DONOR","I escape"
199,GMS3,2025-03-02,12:15:00,true,3,"GAME SHOW Live!","I escape"
200,LOT4,2025-03-02,12:15:00,false,0,"LEGEND OF THE TOMB","I escape"
201,CLV1,2025-03-02,12:30:00,false,0,"CLUEVIE","I escape"
202,DNR2,2025-03-02,12:30:00,true,8,"DONOR","I escape"
203,GMS3,2025-03-02,12:30:00,false,0,"GAME SHOW Live!","I escape"
204,LOT4,2025-03-02,12:30:00,true,6,"LEGEND OF THE TOMB","I escape"
205,CLV1,2025-03-02,12:45:00,true,1,"CLUEVIE","I escape"
206,DNR2,2025-03-02,12:45:00,true,6,"DONOR","I escape"
207,GMS3,2025-03-02,12:45:00,true,7,"GAME SHOW Live!","I escape"
208,LOT4,2025-03-02,12:45:00,false,0,"LEGEND OF THE TOMB","I escape"
209,CLV1,2025-03-02,13:00:00,true,2,"CLUEVIE","I escape"
210,DNR2,2025-03-02,13:00:00,false,0,"DONOR","I escape"
211,GMS3,2025-03-02,13:00:00,true,6,"GAME SHOW Live!","I escape"
212,LOT4,2025-03-02,13:00:00,true,4,"LEGEND OF THE TOMB","I escape"
213,CLV1,2025-03-02,13:15:00,true,2,"CLUEVIE","I escape"
214,DNR2,2025-03-02,13:15:00,false,0,"DONOR","I escape"
215,GMS3,2025-03-02,13:15:00,false,0,"GAME SHOW Live!","I escape"
216,LOT4,2025-03-02,13:15:00,true,1,"LEGEND OF THE TOMB","I escape"
217,CLV1,2025-03-02,13:30:00,true,5,"CLUEVIE","I escape"
218,DNR2,2025-03-02,13:30:00,true,1,"DONOR","I escape"
219,GMS3,2025-03-02,13:30:00,true,5,"GAME SHOW Live!","I escape"
220,LOT4,2025-03-02,13:30:00,true,3,"LEGEND OF THE TOMB","I escape"
221,CLV1,2025-03-02,13:45:00,false,0,"CLUEVIE","I escape"
222,DNR2,2025-03-02,13:45:00,true,6,"DONOR","I escape"
223,GMS3,2025-03-02,13:45:00,true,2,"GAME SHOW Live!","I escape"
224,LOT4,2025-03-02,13:45:00,false,0,"LEGEND OF THE TOMB","I escape"
225,CLV1,2025-03-02,14:00:00,false,0,"CLUEVIE","I escape"
226,DNR2,2025-03-02,14:00:00,true,6,"DONOR","I escape"
227,GMS3,2025-03-02,14:00:00,false,0,"GAME SHOW Live!","I escape"
228,LOT4,2025-03-02,14:00:00,true,4,"LEGEND OF THE TOMB","I escape"
229,CLV1,2025-03-02,14:15:00,true,7,"CLUEVIE","I escape"
230,DNR2,2025-03-02,14:15:00,false,0,"DONOR","I escape"
231,GMS3,2025-03-02,14:15:00,true,9,"GAME SHOW Live!","I escape"
232,LOT4,2025-03-02,14:15:00,true,4,"LEGEND OF THE TOMB","I escape"
233,CLV1,2025-03-02,14:30:00,false,0,"CLUEVIE","I escape"
234,DNR2,2025-03-02,14:30:00,true,8,"DONOR","I escape"
235,GMS3,2025-03-02,14:30:00,true,9,"GAME SHOW Live!","I escape"
236,LOT4,2025-03-02,14:30:00,false,0,"LEGEND OF THE TOMB","I escape"
237,CLV1,2025-03-02,14:45:00,true,4,"CLUEVIE","I escape"
238,DNR2,2025-03-02,14:45:00,false,0,"DONOR","I escape"
239,GMS3,2025-03-02,14:45:00,false,0,"GAME SHOW Live!","I escape"
240,LOT4,2025-03-02,14:45:00,false,0,"LEGEND OF THE TOMB","I escape"
241,CLV1,2025-03-02,15:00:00,false,0,"CLUEVIE","I escape"
242,DNR2,2025-03-02,15:00:00,true,1,"DONOR","I escape"
243,GMS3,2025-03-02,15:00:00,true,7,"GAME SHOW Live!","I escape"
244,LOT4,2025-03-02,15:00:00,true,5,"LEGEND OF THE TOMB","I escape"
245,CLV1,2025-03-02,15:15:00,false,0,"CLUEVIE","I escape"
246,DNR2,2025-03-02,15:15:00,true,1,"DONOR","I escape"
247,GMS3,2025-03-02,15:15:00,true,9,"GAME SHOW Live!","I escape"
248,LOT4,2025-03-02,15:15:00,false,0,"LEGEND OF THE TOMB","I escape"
249,CLV1,2025-03-02,15:30:00,true,6,"CLUEVIE","I escape"
250,DNR2,2025-03-02,15:30:00,false,0,"DONOR","I escape"
251,GMS3,2025-03-02,15:30:00,true,4,"GAME SHOW Live!","I escape"
252,LOT4,2025-03-02,15:30:00,false,0,"LEGEND OF THE TOMB","I escape"
253,CLV1,2025-03-02,15:45:00,true,7,"CLUEVIE","I escape"
254,DNR2,2025-03-02,15:45:00,false,0,"DONOR","I escape"
255,GMS3,2025-03-02,15:45:00,true,5,"GAME SHOW Live!","I escape"
256,LOT4,2025-03-02,15:45:00,false,0,"LEGEND OF THE TOMB","I escape"
257,CLV1,2025-03-02,16:00:00,false,0,"CLUEVIE","I escape"
258,DNR2,2025-03-02,16:00:00,false,0,"DONOR","I escape"
259,GMS3,2025-03-02,16:00:00,true,10,"GAME SHOW Live!","I escape"
260,LOT4,2025-03-02,16:00:00,false,0,"LEGEND OF THE TOMB","I escape"
261,CLV1,2025-03-02,16:15:00,true,5,"CLUEVIE","I escape"
262,DNR2,2025-03-02,16:15:00,false,0,"DONOR","I escape"
263,GMS3,2025-03-02,16:15:00,true,2,"GAME SHOW Live!","I escape"
264,LOT4,2025-03-02,16:15:00,true,5,"LEGEND OF THE TOMB","I escape"
265,CLV1,2025-03-02,16:30:00,true,3,"CLUEVIE","I escape"
266,DNR2,2025-03-02,16:30:00,true,6,"DONOR","I escape"
267,GMS3,2025-03-02,16:30:00,true,9,"GAME SHOW Live!","I escape"
268,LOT4,2025-03-02,16:30:00,false,0,"LEGEND OF THE TOMB","I escape"
269,CLV1,2025-03-02,16:45:00,false,0,"CLUEVIE","I escape"
270,DNR2,2025-03-02,16:45:00,true,2,"DONOR","I escape"
271,GMS3,2025-03-02,16:45:00,true,4,"GAME SHOW Live!","I escape"
272,LOT4,2025-03-02,16:45:00,true,2,"LEGEND OF THE TOMB","I escape"
273,CLV1,2025-03-02,17:00:00,true,3,"CLUEVIE","I escape"
274,DNR2,2025-03-02,17:00:00,true,2,"DONOR","I escape"
275,GMS3,2025-03-02,17:00:00,true,7,"GAME SHOW Live!","I escape"
276,LOT4,2025-03-02,17:00:00,false,0,"LEGEND OF THE TOMB","I escape"
277,CLV1,2025-03-02,17:15:00,false,0,"CLUEVIE","I escape"
278,DNR2,2025-03-02,17:15:00,true,1,"DONOR","I escape"
279,GMS3,2025-03-02,17:15:00,true,2,"GAME SHOW Live!","I escape"
280,LOT4,2025-03-02,17:15:00,true,1,"LEGEND OF THE TOMB","I escape"
281,CLV1,2025-03-02,17:30:00,false,0,"CLUEVIE","I escape"
282,DNR2,2025-03-02,17:30:00,true,3,"DONOR","I escape"
283,GMS3,2025-03-02,17:30:00,false,0,"GAME SHOW Live!","I escape"
284,LOT4,2025-03-02,17:30:00,true,3,"LEGEND OF THE TOMB","I escape"
285,CLV1,2025-03-02,17:45:00,true,6,"CLUEVIE","I escape"
286,DNR2,2025-03-02,17:45:00,true,5,"DONOR","I escape"
287,GMS3,2025-03-02,17:45:00,true,2,"GAME SHOW Live!","I escape"
288,LOT4,2025-03-02,17:45:00,false,0,"LEGEND OF THE TOMB","I escape"
289,CLV1,2025-03-02,18:00:00,true,6,"CLUEVIE","I escape"
290,DNR2,2025-03-02,18:00:00,true,6,"DONOR","I escape"
291,GMS3,2025-03-02,18:00:00,true,2,"GAME SHOW Live!","I escape"
292,LOT4,2025-03-02,18:00:00,true,6,"LEGEND OF THE TOMB","I escape"
293,CLV1,2025-03-02,18:15:00,true,2,"CLUEVIE","I escape"
294,DNR2,2025-03-02,18:15:00,false,0,"DONOR","I escape"
295,GMS3,2025-03-02,18:15:00,true,7,"GAME SHOW Live!","I escape"
296,LOT4,2025-03-02,18:15:00,true,6,"LEGEND OF THE TOMB","I escape"
297,CLV1,2025-03-02,18:30:00,true,6,"CLUEVIE","I escape"
298,DNR2,2025-03-02,18:30:00,false,0,"DONOR","I escape"
299,GMS3,2025-03-02,18:30:00,false,0,"GAME SHOW Live!","I escape"
300,LOT4,2025-03-02,18:30:00,true,7,"LEGEND OF THE TOMB","I escape"
301,CLV1,2025-03-02,18:45:00,true,3,"CLUEVIE","I escape"
302,DNR2,2025-03-02,18:45:00,true,6,"DONOR","I escape"
303,GMS3,2025-03-02,18:45:00,false,0,"GAME SHOW Live!","I escape"
304,LOT4,2025-03-02,18:45:00,false,0,"LEGEND OF THE TOMB","I escape"
305,CLV1,2025-03-02,19:00:00,true,7,"CLUEVIE","I escape"
306,DNR2,2025-03-02,19:00:00,true,7,"DONOR","I escape"
307,GMS3,2025-03-02,19:00:00,false,0,"GAME SHOW Live!","I escape"
308,LOT4,2025-03-02,19:00:00,false,0,"LEGEND OF THE TOMB","I escape"
309,CLV1,2025-03-02,19:15:00,true,5,"CLUEVIE","I escape"
310,DNR2,2025-03-02,19:15:00,true,6,"DONOR","I escape"
311,GMS3,2025-03-02,19:15:00,false,0,"GAME SHOW Live!","I escape"
312,LOT4,2025-03-02,19:15:00,true,8,"LEGEND OF THE TOMB","I escape"
313,CLV1,2025-03-02,19:30:00,true,1,"CLUEVIE","I escape"
314,DNR2,2025-03-02,19:30:00,true,1,"DONOR","I escape"
315,GMS3,2025-03-02,19:30:00,false,0,"GAME SHOW Live!","I escape"
316,LOT4,2025-03-02,19:30:00,false,0,"LEGEND OF THE TOMB","I escape"
317,CLV1,2025-03-02,19:45:00,false,0,"CLUEVIE","I escape"
318,DNR2,2025-03-02,19:45:00,false,0,"DONOR","I escape"
319,GMS3,2025-03-02,19:45:00,false,0,"GAME SHOW Live!","I escape"
320,LOT4,2025-03-02,19:45:00,true,2,"LEGEND OF THE TOMB","I escape"
321,CLV1,2025-03-02,20:00:00,true,4,"CLUEVIE","I escape"
322,DNR2,2025-03-02,20:00:00,true,1,"DONOR","I escape"
323,GMS3,2025-03-02,20:00:00,true,6,"GAME SHOW Live!","I escape"
324,LOT4,2025-03-02,20:00:00,true,7,"LEGEND OF THE TOMB","I escape"
325,CLV1,2025-03-02,20:15:00,true,6,"CLUEVIE","I escape"
326,DNR2,2025-03-02,20:15:00,true,6,"DONOR","I escape"
327,GMS3,2025-03-02,20:15:00,false,0,"GAME SHOW Live!","I escape"
328,LOT4,2025-03-02,20:15:00,false,0,"LEGEND OF THE TOMB","I escape"
329,CLV1,2025-03-02,20:30:00,false,0,"CLUEVIE","I escape"
330,DNR2,2025-03-02,20:30:00,true,5,"DONOR","I escape"
331,GMS3,2025-03-02,20:30:00,true,9,"GAME SHOW Live!","I escape"
332,LOT4,2025-03-02,20:30:00,true,2,"LEGEND OF THE TOMB","I escape"
333,CLV1,2025-03-02,20:45:00,false,0,"CLUEVIE","I escape"
334,DNR2,2025-03-02,20:45:00,true,3,"DONOR","I escape"
335,GMS3,2025-03-02,20:45:00,false,0,"GAME SHOW Live!","I escape"
336,LOT4,2025-03-02,20:45:00,true,2,"LEGEND OF THE TOMB","I escape"
337,CLV1,2025-03-02,21:00:00,false,0,"CLUEVIE","I escape"
338,DNR2,2025-03-02,21:00:00,false,0,"DONOR","I escape"
339,GMS3,2025-03-02,21:00:00,false,0,"GAME SHOW Live!","I escape"
340,LOT4,2025-03-02,21:00:00,true,6,"LEGEND OF THE TOMB","I escape"
341,CLV1,2025-03-02,21:15:00,false,0,"CLUEVIE","I escape"
342,DNR2,2025-03-02,21:15:00,true,7,"DONOR","I escape"
343,GMS3,2025-03-02,21:15:00,true,2,"GAME SHOW Live!","I escape"
344,LOT4,2025-03-02,21:15:00,true,3,"LEGEND OF THE TOMB","I escape"
345,CLV1,2025-03-02,21:30:00,false,0,"CLUEVIE","I escape"
346,DNR2,2025-03-02,21:30:00,true,5,"DONOR","I escape"
347,GMS3,2025-03-02,21:30:00,false,0,"GAME SHOW Live!","I escape"
348,LOT4,2025-03-02,21:30:00,true,4,"LEGEND OF THE TOMB","I escape"
349,CLV1,2025-03-02,21:45:00,true,8,"CLUEVIE","I escape"
350,DNR2,2025-03-02,21:45:00,true,4,"DONOR","I escape"
351,GMS3,2025-03-02,21:45:00,true,1,"GAME SHOW Live!","I escape"
352,LOT4,2025-03-02,21:45:00,true,5,"LEGEND OF THE TOMB","I escape"
