room_id,booking_date,hour,is_available,available_slots,room_name,id,business_name
GMS3,2025-04-27,17:15:00,false,0,GAME SHOW Live!,10135,I escape
LOT4,2025-04-27,17:15:00,true,1,LEGEND OF THE TOMB,10136,I escape
CLV1,2025-04-27,17:30:00,true,1,CLUEVIE,10137,I escape
DNR2,2025-04-27,17:30:00,false,0,DONOR,10138,I escape
GMS3,2025-04-27,17:30:00,true,6,GAME SHOW Live!,10139,I escape
DNR2,2025-03-06,19:15:00,true,1,DONOR,1014,I escape
LOT4,2025-04-27,17:30:00,true,2,LEGEND OF THE TOMB,10140,I escape
CLV1,2025-04-27,17:45:00,true,8,CLUEVIE,10141,I escape
DNR2,2025-04-27,17:45:00,false,0,DONOR,10142,I escape
GMS3,2025-04-27,17:45:00,true,6,GAME SHOW Live!,10143,I escape
LOT4,2025-04-27,17:45:00,true,1,LEGEND OF THE TOMB,10144,I escape
CLV1,2025-04-27,18:00:00,false,0,CLUEVIE,10145,I escape
DNR2,2025-04-27,18:00:00,true,4,DONOR,10146,I escape
GMS3,2025-04-27,18:00:00,true,10,GAME SHOW Live!,10147,I escape
LOT4,2025-04-27,18:00:00,true,1,LEGEND OF THE TOMB,10148,I escape
CLV1,2025-04-27,18:15:00,true,3,CLUEVIE,10149,I escape
GMS3,2025-03-06,19:15:00,false,0,GAME SHOW Live!,1015,I escape
DNR2,2025-04-27,18:15:00,true,6,DONOR,10150,I escape
GMS3,2025-04-27,18:15:00,false,0,GAME SHOW Live!,10151,I escape
LOT4,2025-04-27,18:15:00,true,5,LEGEND OF THE TOMB,10152,I escape
CLV1,2025-04-27,18:30:00,true,7,CLUEVIE,10153,I escape
DNR2,2025-04-27,18:30:00,false,0,DONOR,10154,I escape
GMS3,2025-04-27,18:30:00,true,6,GAME SHOW Live!,10155,I escape
LOT4,2025-04-27,18:30:00,false,0,LEGEND OF THE TOMB,10156,I escape
CLV1,2025-04-27,18:45:00,false,0,CLUEVIE,10157,I escape
DNR2,2025-04-27,18:45:00,true,2,DONOR,10158,I escape
GMS3,2025-04-27,18:45:00,true,8,GAME SHOW Live!,10159,I escape
LOT4,2025-03-06,19:15:00,true,6,LEGEND OF THE TOMB,1016,I escape
LOT4,2025-04-27,18:45:00,true,5,LEGEND OF THE TOMB,10160,I escape
CLV1,2025-04-27,19:00:00,true,7,CLUEVIE,10161,I escape
DNR2,2025-04-27,19:00:00,true,7,DONOR,10162,I escape
GMS3,2025-04-27,19:00:00,false,0,GAME SHOW Live!,10163,I escape
LOT4,2025-04-27,19:00:00,true,3,LEGEND OF THE TOMB,10164,I escape
CLV1,2025-04-27,19:15:00,false,0,CLUEVIE,10165,I escape
DNR2,2025-04-27,19:15:00,false,0,DONOR,10166,I escape
GMS3,2025-04-27,19:15:00,false,0,GAME SHOW Live!,10167,I escape
LOT4,2025-04-27,19:15:00,true,8,LEGEND OF THE TOMB,10168,I escape
CLV1,2025-04-27,19:30:00,false,0,CLUEVIE,10169,I escape
CLV1,2025-03-06,19:30:00,true,3,CLUEVIE,1017,I escape
DNR2,2025-04-27,19:30:00,true,6,DONOR,10170,I escape
GMS3,2025-04-27,19:30:00,true,4,GAME SHOW Live!,10171,I escape
LOT4,2025-04-27,19:30:00,false,0,LEGEND OF THE TOMB,10172,I escape
CLV1,2025-04-27,19:45:00,true,2,CLUEVIE,10173,I escape
DNR2,2025-04-27,19:45:00,false,0,DONOR,10174,I escape
GMS3,2025-04-27,19:45:00,true,5,GAME SHOW Live!,10175,I escape
LOT4,2025-04-27,19:45:00,true,1,LEGEND OF THE TOMB,10176,I escape
CLV1,2025-04-27,20:00:00,true,1,CLUEVIE,10177,I escape
DNR2,2025-04-27,20:00:00,true,8,DONOR,10178,I escape
GMS3,2025-04-27,20:00:00,true,5,GAME SHOW Live!,10179,I escape
DNR2,2025-03-06,19:30:00,false,0,DONOR,1018,I escape
LOT4,2025-04-27,20:00:00,true,2,LEGEND OF THE TOMB,10180,I escape
CLV1,2025-04-27,20:15:00,true,3,CLUEVIE,10181,I escape
DNR2,2025-04-27,20:15:00,true,8,DONOR,10182,I escape
GMS3,2025-04-27,20:15:00,true,6,GAME SHOW Live!,10183,I escape
LOT4,2025-04-27,20:15:00,false,0,LEGEND OF THE TOMB,10184,I escape
CLV1,2025-04-27,20:30:00,true,6,CLUEVIE,10185,I escape
DNR2,2025-04-27,20:30:00,true,6,DONOR,10186,I escape
GMS3,2025-04-27,20:30:00,false,0,GAME SHOW Live!,10187,I escape
LOT4,2025-04-27,20:30:00,false,0,LEGEND OF THE TOMB,10188,I escape
CLV1,2025-04-27,20:45:00,false,0,CLUEVIE,10189,I escape
GMS3,2025-03-06,19:30:00,true,3,GAME SHOW Live!,1019,I escape
DNR2,2025-04-27,20:45:00,false,0,DONOR,10190,I escape
GMS3,2025-04-27,20:45:00,true,7,GAME SHOW Live!,10191,I escape
LOT4,2025-04-27,20:45:00,false,0,LEGEND OF THE TOMB,10192,I escape
CLV1,2025-04-27,21:00:00,true,5,CLUEVIE,10193,I escape
DNR2,2025-04-27,21:00:00,false,0,DONOR,10194,I escape
GMS3,2025-04-27,21:00:00,true,2,GAME SHOW Live!,10195,I escape
LOT4,2025-04-27,21:00:00,false,0,LEGEND OF THE TOMB,10196,I escape
CLV1,2025-04-27,21:15:00,true,6,CLUEVIE,10197,I escape
DNR2,2025-04-27,21:15:00,true,5,DONOR,10198,I escape
GMS3,2025-04-27,21:15:00,false,0,GAME SHOW Live!,10199,I escape
DNR2,2025-03-01,17:15:00,true,3,DONOR,102,I escape
LOT4,2025-03-06,19:30:00,false,0,LEGEND OF THE TOMB,1020,I escape
LOT4,2025-04-27,21:15:00,false,0,LEGEND OF THE TOMB,10200,I escape
CLV1,2025-04-27,21:30:00,true,6,CLUEVIE,10201,I escape
DNR2,2025-04-27,21:30:00,true,3,DONOR,10202,I escape
GMS3,2025-04-27,21:30:00,true,4,GAME SHOW Live!,10203,I escape
LOT4,2025-04-27,21:30:00,false,0,LEGEND OF THE TOMB,10204,I escape
CLV1,2025-04-27,21:45:00,false,0,CLUEVIE,10205,I escape
DNR2,2025-04-27,21:45:00,false,0,DONOR,10206,I escape
GMS3,2025-04-27,21:45:00,true,6,GAME SHOW Live!,10207,I escape
LOT4,2025-04-27,21:45:00,false,0,LEGEND OF THE TOMB,10208,I escape
CLV1,2025-04-28,11:00:00,true,3,CLUEVIE,10209,I escape
CLV1,2025-03-06,19:45:00,true,7,CLUEVIE,1021,I escape
DNR2,2025-04-28,11:00:00,true,7,DONOR,10210,I escape
GMS3,2025-04-28,11:00:00,false,0,GAME SHOW Live!,10211,I escape
LOT4,2025-04-28,11:00:00,false,0,LEGEND OF THE TOMB,10212,I escape
CLV1,2025-04-28,11:15:00,true,4,CLUEVIE,10213,I escape
DNR2,2025-04-28,11:15:00,true,1,DONOR,10214,I escape
GMS3,2025-04-28,11:15:00,true,6,GAME SHOW Live!,10215,I escape
LOT4,2025-04-28,11:15:00,false,0,LEGEND OF THE TOMB,10216,I escape
CLV1,2025-04-28,11:30:00,false,0,CLUEVIE,10217,I escape
DNR2,2025-04-28,11:30:00,true,8,DONOR,10218,I escape
GMS3,2025-04-28,11:30:00,true,7,GAME SHOW Live!,10219,I escape
DNR2,2025-03-06,19:45:00,false,0,DONOR,1022,I escape
LOT4,2025-04-28,11:30:00,false,0,LEGEND OF THE TOMB,10220,I escape
CLV1,2025-04-28,11:45:00,false,0,CLUEVIE,10221,I escape
DNR2,2025-04-28,11:45:00,true,5,DONOR,10222,I escape
GMS3,2025-04-28,11:45:00,true,9,GAME SHOW Live!,10223,I escape
LOT4,2025-04-28,11:45:00,false,0,LEGEND OF THE TOMB,10224,I escape
CLV1,2025-04-28,12:00:00,false,0,CLUEVIE,10225,I escape
DNR2,2025-04-28,12:00:00,true,7,DONOR,10226,I escape
GMS3,2025-04-28,12:00:00,true,9,GAME SHOW Live!,10227,I escape
LOT4,2025-04-28,12:00:00,false,0,LEGEND OF THE TOMB,10228,I escape
CLV1,2025-04-28,12:15:00,false,0,CLUEVIE,10229,I escape
GMS3,2025-03-06,19:45:00,false,0,GAME SHOW Live!,1023,I escape
DNR2,2025-04-28,12:15:00,false,0,DONOR,10230,I escape
GMS3,2025-04-28,12:15:00,false,0,GAME SHOW Live!,10231,I escape
LOT4,2025-04-28,12:15:00,true,3,LEGEND OF THE TOMB,10232,I escape
CLV1,2025-04-28,12:30:00,false,0,CLUEVIE,10233,I escape
DNR2,2025-04-28,12:30:00,true,7,DONOR,10234,I escape
GMS3,2025-04-28,12:30:00,true,10,GAME SHOW Live!,10235,I escape
LOT4,2025-04-28,12:30:00,false,0,LEGEND OF THE TOMB,10236,I escape
CLV1,2025-04-28,12:45:00,true,1,CLUEVIE,10237,I escape
DNR2,2025-04-28,12:45:00,true,2,DONOR,10238,I escape
GMS3,2025-04-28,12:45:00,false,0,GAME SHOW Live!,10239,I escape
LOT4,2025-03-06,19:45:00,false,0,LEGEND OF THE TOMB,1024,I escape
LOT4,2025-04-28,12:45:00,false,0,LEGEND OF THE TOMB,10240,I escape
CLV1,2025-04-28,13:00:00,false,0,CLUEVIE,10241,I escape
DNR2,2025-04-28,13:00:00,false,0,DONOR,10242,I escape
GMS3,2025-04-28,13:00:00,true,10,GAME SHOW Live!,10243,I escape
LOT4,2025-04-28,13:00:00,true,5,LEGEND OF THE TOMB,10244,I escape
CLV1,2025-04-28,13:15:00,false,0,CLUEVIE,10245,I escape
DNR2,2025-04-28,13:15:00,false,0,DONOR,10246,I escape
GMS3,2025-04-28,13:15:00,false,0,GAME SHOW Live!,10247,I escape
LOT4,2025-04-28,13:15:00,true,6,LEGEND OF THE TOMB,10248,I escape
CLV1,2025-04-28,13:30:00,true,3,CLUEVIE,10249,I escape
CLV1,2025-03-06,20:00:00,true,6,CLUEVIE,1025,I escape
DNR2,2025-04-28,13:30:00,false,0,DONOR,10250,I escape
GMS3,2025-04-28,13:30:00,true,10,GAME SHOW Live!,10251,I escape
LOT4,2025-04-28,13:30:00,true,4,LEGEND OF THE TOMB,10252,I escape
CLV1,2025-04-28,13:45:00,false,0,CLUEVIE,10253,I escape
DNR2,2025-04-28,13:45:00,false,0,DONOR,10254,I escape
GMS3,2025-04-28,13:45:00,true,3,GAME SHOW Live!,10255,I escape
LOT4,2025-04-28,13:45:00,false,0,LEGEND OF THE TOMB,10256,I escape
CLV1,2025-04-28,14:00:00,false,0,CLUEVIE,10257,I escape
DNR2,2025-04-28,14:00:00,false,0,DONOR,10258,I escape
GMS3,2025-04-28,14:00:00,true,8,GAME SHOW Live!,10259,I escape
DNR2,2025-03-06,20:00:00,false,0,DONOR,1026,I escape
LOT4,2025-04-28,14:00:00,true,6,LEGEND OF THE TOMB,10260,I escape
CLV1,2025-04-28,14:15:00,true,8,CLUEVIE,10261,I escape
DNR2,2025-04-28,14:15:00,false,0,DONOR,10262,I escape
GMS3,2025-04-28,14:15:00,false,0,GAME SHOW Live!,10263,I escape
LOT4,2025-04-28,14:15:00,false,0,LEGEND OF THE TOMB,10264,I escape
CLV1,2025-04-28,14:30:00,true,2,CLUEVIE,10265,I escape
DNR2,2025-04-28,14:30:00,false,0,DONOR,10266,I escape
GMS3,2025-04-28,14:30:00,true,6,GAME SHOW Live!,10267,I escape
LOT4,2025-04-28,14:30:00,true,3,LEGEND OF THE TOMB,10268,I escape
CLV1,2025-04-28,14:45:00,false,0,CLUEVIE,10269,I escape
GMS3,2025-03-06,20:00:00,false,0,GAME SHOW Live!,1027,I escape
DNR2,2025-04-28,14:45:00,false,0,DONOR,10270,I escape
GMS3,2025-04-28,14:45:00,false,0,GAME SHOW Live!,10271,I escape
LOT4,2025-04-28,14:45:00,false,0,LEGEND OF THE TOMB,10272,I escape
CLV1,2025-04-28,15:00:00,false,0,CLUEVIE,10273,I escape
DNR2,2025-04-28,15:00:00,false,0,DONOR,10274,I escape
GMS3,2025-04-28,15:00:00,true,5,GAME SHOW Live!,10275,I escape
LOT4,2025-04-28,15:00:00,true,8,LEGEND OF THE TOMB,10276,I escape
CLV1,2025-04-28,15:15:00,true,5,CLUEVIE,10277,I escape
DNR2,2025-04-28,15:15:00,false,0,DONOR,10278,I escape
GMS3,2025-04-28,15:15:00,false,0,GAME SHOW Live!,10279,I escape
LOT4,2025-03-06,20:00:00,true,7,LEGEND OF THE TOMB,1028,I escape
LOT4,2025-04-28,15:15:00,true,3,LEGEND OF THE TOMB,10280,I escape
CLV1,2025-04-28,15:30:00,true,1,CLUEVIE,10281,I escape
DNR2,2025-04-28,15:30:00,true,8,DONOR,10282,I escape
GMS3,2025-04-28,15:30:00,false,0,GAME SHOW Live!,10283,I escape
LOT4,2025-04-28,15:30:00,false,0,LEGEND OF THE TOMB,10284,I escape
CLV1,2025-04-28,15:45:00,true,6,CLUEVIE,10285,I escape
DNR2,2025-04-28,15:45:00,true,4,DONOR,10286,I escape
GMS3,2025-04-28,15:45:00,true,6,GAME SHOW Live!,10287,I escape
LOT4,2025-04-28,15:45:00,true,8,LEGEND OF THE TOMB,10288,I escape
CLV1,2025-04-28,16:00:00,false,0,CLUEVIE,10289,I escape
CLV1,2025-03-06,20:15:00,false,0,CLUEVIE,1029,I escape
DNR2,2025-04-28,16:00:00,false,0,DONOR,10290,I escape
GMS3,2025-04-28,16:00:00,true,3,GAME SHOW Live!,10291,I escape
LOT4,2025-04-28,16:00:00,false,0,LEGEND OF THE TOMB,10292,I escape
CLV1,2025-04-28,16:15:00,true,8,CLUEVIE,10293,I escape
DNR2,2025-04-28,16:15:00,false,0,DONOR,10294,I escape
GMS3,2025-04-28,16:15:00,true,10,GAME SHOW Live!,10295,I escape
LOT4,2025-04-28,16:15:00,false,0,LEGEND OF THE TOMB,10296,I escape
CLV1,2025-04-28,16:30:00,false,0,CLUEVIE,10297,I escape
DNR2,2025-04-28,16:30:00,true,4,DONOR,10298,I escape
GMS3,2025-04-28,16:30:00,true,8,GAME SHOW Live!,10299,I escape
GMS3,2025-03-01,17:15:00,false,0,GAME SHOW Live!,103,I escape
DNR2,2025-03-06,20:15:00,true,1,DONOR,1030,I escape
LOT4,2025-04-28,16:30:00,true,1,LEGEND OF THE TOMB,10300,I escape
CLV1,2025-04-28,16:45:00,true,3,CLUEVIE,10301,I escape
DNR2,2025-04-28,16:45:00,true,8,DONOR,10302,I escape
GMS3,2025-04-28,16:45:00,true,1,GAME SHOW Live!,10303,I escape
LOT4,2025-04-28,16:45:00,false,0,LEGEND OF THE TOMB,10304,I escape
CLV1,2025-04-28,17:00:00,true,6,CLUEVIE,10305,I escape
DNR2,2025-04-28,17:00:00,true,6,DONOR,10306,I escape
GMS3,2025-04-28,17:00:00,false,0,GAME SHOW Live!,10307,I escape
LOT4,2025-04-28,17:00:00,true,6,LEGEND OF THE TOMB,10308,I escape
CLV1,2025-04-28,17:15:00,true,7,CLUEVIE,10309,I escape
GMS3,2025-03-06,20:15:00,false,0,GAME SHOW Live!,1031,I escape
DNR2,2025-04-28,17:15:00,true,6,DONOR,10310,I escape
GMS3,2025-04-28,17:15:00,true,10,GAME SHOW Live!,10311,I escape
LOT4,2025-04-28,17:15:00,true,4,LEGEND OF THE TOMB,10312,I escape
CLV1,2025-04-28,17:30:00,true,5,CLUEVIE,10313,I escape
DNR2,2025-04-28,17:30:00,false,0,DONOR,10314,I escape
GMS3,2025-04-28,17:30:00,false,0,GAME SHOW Live!,10315,I escape
LOT4,2025-04-28,17:30:00,false,0,LEGEND OF THE TOMB,10316,I escape
CLV1,2025-04-28,17:45:00,true,3,CLUEVIE,10317,I escape
DNR2,2025-04-28,17:45:00,false,0,DONOR,10318,I escape
GMS3,2025-04-28,17:45:00,false,0,GAME SHOW Live!,10319,I escape
LOT4,2025-03-06,20:15:00,false,0,LEGEND OF THE TOMB,1032,I escape
LOT4,2025-04-28,17:45:00,true,3,LEGEND OF THE TOMB,10320,I escape
CLV1,2025-04-28,18:00:00,true,7,CLUEVIE,10321,I escape
DNR2,2025-04-28,18:00:00,true,7,DONOR,10322,I escape
